category,img_size,feature_choice,patch_grid,patch_top_fraction,threshold,auroc,accuracy,normal_recall,anomaly_recall,macro_f1
carpet,384,last3,8,0.05,0.01863907091319561,0.9309791332263242,0.8547008547008547,0.5714285714285714,0.9438202247191011,0.780584666298952
carpet,384,last3,8,0.1,0.01749184913933277,0.9157303370786517,0.8290598290598291,0.5714285714285714,0.9101123595505618,0.7527472527472527
carpet,384,last3,14,0.01,0.03635136038064957,0.8980738362760835,0.7948717948717948,0.5357142857142857,0.8764044943820225,0.7111111111111111
carpet,384,last3,14,0.03,0.031010949984192848,0.9069020866773675,0.8290598290598291,0.6428571428571429,0.8876404494382022,0.7652487961476726
carpet,384,last3,14,0.05,0.027724770829081535,0.9032905296950241,0.8205128205128205,0.5714285714285714,0.898876404494382,0.7438757427290732
carpet,384,last3,14,0.1,0.02395092323422432,0.8900481540930979,0.7948717948717948,0.5714285714285714,0.8651685393258427,0.718298555377207
carpet,384,last3,20,0.01,0.03932575508952141,0.9490369181380416,0.8717948717948718,0.8214285714285714,0.8876404494382022,0.8336965791717994
carpet,384,last3,20,0.03,0.03031976707279682,0.9390048154093098,0.8632478632478633,0.6428571428571429,0.9325842696629213,0.8021978021978022
carpet,384,last3,20,0.05,0.027631409466266632,0.9309791332263242,0.8290598290598291,0.5714285714285714,0.9101123595505618,0.7527472527472527
carpet,384,last3,20,0.1,0.02412177436053753,0.913322632423756,0.8290598290598291,0.5714285714285714,0.9101123595505618,0.7527472527472527
carpet,512,last1,8,0.01,0.011823943816125393,0.9534510433386838,0.8632478632478633,0.6428571428571429,0.9325842696629213,0.8021978021978022
carpet,512,last1,8,0.03,0.0099911168217659,0.9490369181380417,0.8632478632478633,0.5357142857142857,0.9662921348314607,0.7835337650323775
carpet,512,last1,8,0.05,0.008462690748274326,0.9365971107544141,0.8632478632478633,0.5357142857142857,0.9662921348314607,0.7835337650323775
carpet,512,last1,8,0.1,0.007304149679839611,0.9269662921348314,0.8717948717948718,0.5357142857142857,0.9775280898876404,0.7936507936507936
carpet,512,last1,14,0.01,0.020664522424340248,0.9301765650080256,0.8461538461538461,0.6785714285714286,0.898876404494382,0.7887239165329053
carpet,512,last1,14,0.03,0.014482259750366211,0.92776886035313,0.8290598290598291,0.5,0.9325842696629213,0.7379032258064516
carpet,512,last1,14,0.05,0.01240629330277443,0.9233547351524879,0.8461538461538461,0.5,0.9550561797752809,0.7564754856614246
carpet,512,last1,14,0.1,0.010304229333996773,0.9117174959871588,0.8547008547008547,0.5357142857142857,0.9550561797752809,0.7736943907156673
carpet,512,last1,20,0.01,0.02246757410466671,0.9297752808988764,0.8461538461538461,0.6785714285714286,0.898876404494382,0.7887239165329053
carpet,512,last1,20,0.03,0.015759140253067017,0.9341894060995185,0.8376068376068376,0.5357142857142857,0.9325842696629213,0.7547710976282405
carpet,512,last1,20,0.05,0.013424393720924854,0.9321829855537721,0.8547008547008547,0.5357142857142857,0.9550561797752809,0.7736943907156673
carpet,512,last1,20,0.1,0.010852567851543427,0.9249598715890851,0.8547008547008547,0.5357142857142857,0.9550561797752809,0.7736943907156673
carpet,512,last2,8,0.01,0.018305348232388496,0.968298555377207,0.8717948717948718,0.5357142857142857,0.9775280898876404,0.7936507936507936
carpet,512,last2,8,0.03,0.01484858337789774,0.9590690208667737,0.8803418803418803,0.5357142857142857,0.9887640449438202,0.804066985645933
carpet,512,last2,8,0.05,0.01349952258169651,0.9402086677367576,0.8803418803418803,0.5357142857142857,0.9887640449438202,0.804066985645933
carpet,512,last2,8,0.1,0.012384070083498955,0.9141252006420546,0.8632478632478633,0.5357142857142857,0.9662921348314607,0.7835337650323775
carpet,512,last2,14,0.01,0.03743794560432434,0.9313804173354735,0.8461538461538461,0.6785714285714286,0.898876404494382,0.7887239165329053
carpet,512,last2,14,0.03,0.027934398502111435,0.9289727126805778,0.8205128205128205,0.5357142857142857,0.9101123595505618,0.7367405978784957
carpet,512,last2,14,0.05,0.023900501430034637,0.9165329052969503,0.8205128205128205,0.5357142857142857,0.9101123595505618,0.7367405978784957
carpet,512,last2,14,0.1,0.019750185310840607,0.8972712680577849,0.8376068376068376,0.5357142857142857,0.9325842696629213,0.7547710976282405
carpet,512,last2,20,0.01,0.03716661036014557,0.9349919743178169,0.8547008547008547,0.6428571428571429,0.9213483146067416,0.7926613155425831
