category,img_size,feature_choice,patch_grid,patch_top_fraction,threshold,auroc,accuracy,normal_recall,anomaly_recall,macro_f1
carpet,512,last2,20,0.03,0.02911793440580368,0.9414125200642055,0.8376068376068376,0.5357142857142857,0.9325842696629213,0.7547710976282405
carpet,512,last2,20,0.05,0.024764901027083397,0.9357945425361155,0.8632478632478633,0.5357142857142857,0.9662921348314607,0.7835337650323775
carpet,512,last2,20,0.1,0.020291633903980255,0.9137239165329053,0.8717948717948718,0.5357142857142857,0.9775280898876404,0.7936507936507936
carpet,512,last3,8,0.01,0.0198651310056448,0.9345906902086677,0.8205128205128205,0.5714285714285714,0.898876404494382,0.7438757427290732
carpet,512,last3,8,0.03,0.01673249714076519,0.9293739967897271,0.8376068376068376,0.5357142857142857,0.9325842696629213,0.7547710976282405
carpet,512,last3,8,0.05,0.014665862545371056,0.9109149277688604,0.8547008547008547,0.5714285714285714,0.9438202247191011,0.780584666298952
carpet,512,last3,8,0.1,0.013211436569690704,0.8743980738362761,0.8461538461538461,0.5714285714285714,0.9325842696629213,0.7710869565217391
carpet,512,last3,14,0.01,0.035123664885759354,0.9032905296950241,0.8290598290598291,0.6071428571428571,0.898876404494382,0.7592592592592593
carpet,512,last3,14,0.03,0.027806878089904785,0.8992776886035312,0.8034188034188035,0.5,0.898876404494382,0.7116682738669238
carpet,512,last3,14,0.05,0.024775903671979904,0.8848314606741573,0.811965811965812,0.5357142857142857,0.898876404494382,0.728021978021978
carpet,512,last3,14,0.1,0.021173208951950073,0.8663723916532905,0.8205128205128205,0.5357142857142857,0.9101123595505618,0.7367405978784957
carpet,512,last3,20,0.01,0.036468859761953354,0.9261637239165329,0.8290598290598291,0.5357142857142857,0.9213483146067416,0.7456521739130435
carpet,512,last3,20,0.03,0.02886846289038658,0.9273675762439807,0.8290598290598291,0.5,0.9325842696629213,0.7379032258064516
carpet,512,last3,20,0.05,0.025627275928854942,0.9153290529695024,0.8461538461538461,0.5,0.9550561797752809,0.7564754856614246
carpet,512,last3,20,0.1,0.022175369784235954,0.8876404494382022,0.8547008547008547,0.5357142857142857,0.9550561797752809,0.7736943907156673
leather,224,last1,8,0.01,0.019462207332253456,0.9541440217391304,0.9032258064516129,0.875,0.9130434782608695,0.8784313725490196
leather,224,last1,8,0.03,0.016961893066763878,0.9551630434782609,0.9112903225806451,0.90625,0.9130434782608695,0.8895635980892236
leather,224,last1,8,0.05,0.014032837934792042,0.9585597826086957,0.9032258064516129,0.875,0.9130434782608695,0.8784313725490196
leather,224,last1,8,0.1,0.012106367386877537,0.9619565217391304,0.9032258064516129,0.875,0.9130434782608695,0.8784313725490196
leather,224,last1,14,0.01,0.017776137217879295,0.9646739130434783,0.9032258064516129,0.875,0.9130434782608695,0.8784313725490196
leather,224,last1,14,0.03,0.015379510819911957,0.9643342391304348,0.9032258064516129,0.875,0.9130434782608695,0.8784313725490196
leather,224,last1,14,0.05,0.014087388291954994,0.9643342391304348,0.9032258064516129,0.875,0.9130434782608695,0.8784313725490196
leather,224,last1,14,0.1,0.012201117351651192,0.9636548913043478,0.9112903225806451,0.90625,0.9130434782608695,0.8895635980892236
leather,224,last1,20,0.01,0.019254045560956,0.9724864130434783,0.9193548387096774,0.875,0.9347826086956522,0.8967698967698967
leather,224,last1,20,0.03,0.016652999445796013,0.9701086956521738,0.9112903225806451,0.90625,0.9130434782608695,0.8895635980892236
leather,224,last1,20,0.05,0.01492214947938919,0.9697690217391304,0.9112903225806451,0.90625,0.9130434782608695,0.8895635980892236
leather,224,last1,20,0.1,0.012723281979560852,0.9670516304347827,0.9193548387096774,0.9375,0.9130434782608695,0.9004815409309791
leather,224,last2,8,0.01,0.025211889296770096,0.9324048913043478,0.8548387096774194,0.59375,0.9456521739130435,0.7924107142857143
leather,224,last2,8,0.03,0.022625116631388664,0.938858695652174,0.8306451612903226,0.5,0.9456521739130435,0.7480406386066764
leather,224,last2,8,0.05,0.020355509594082832,0.9415760869565217,0.8306451612903226,0.5,0.9456521739130435,0.7480406386066764
leather,224,last2,8,0.1,0.018960390239953995,0.9432744565217391,0.8306451612903226,0.5,0.9456521739130435,0.7480406386066764
leather,224,last2,14,0.01,0.024311859160661697,0.9507472826086956,0.8548387096774194,0.53125,0.967391304347826,0.7810047095761381
leather,224,last2,14,0.03,0.021351736038923264,0.9555027173913043,0.8548387096774194,0.53125,0.967391304347826,0.7810047095761381
leather,224,last2,14,0.05,0.0198501106351614,0.9548233695652174,0.8548387096774194,0.53125,0.967391304347826,0.7810047095761381
leather,224,last2,14,0.1,0.018056293949484825,0.952445652173913,0.8387096774193549,0.53125,0.9456521739130435,0.7632684230622375
leather,224,last2,20,0.01,0.02619142085313797,0.9667119565217391,0.8629032258064516,0.5625,0.967391304347826,0.7960328979196903
leather,224,last2,20,0.03,0.023410281166434288,0.9626358695652174,0.8548387096774194,0.53125,0.967391304347826,0.7810047095761381
leather,224,last2,20,0.05,0.022260591387748718,0.9578804347826086,0.8629032258064516,0.625,0.9456521739130435,0.806374575181409
leather,224,last2,20,0.1,0.02013985440135002,0.9548233695652174,0.8709677419354839,0.65625,0.9456521739130435,0.8199637023593467
leather,224,last3,8,0.01,0.022626329213380814,0.9269701086956522,0.8225806451612904,0.375,0.9782608695652174,0.7064141196728368
leather,224,last3,8,0.03,0.02162148617208004,0.9347826086956521,0.8145161290322581,0.375,0.967391304347826,0.6981052185879115
leather,224,last3,8,0.05,0.020084241405129433,0.9381793478260869,0.8225806451612904,0.40625,0.967391304347826,0.7158333333333333
leather,224,last3,8,0.1,0.018195681273937225,0.9439538043478262,0.8225806451612904,0.40625,0.967391304347826,0.7158333333333333
leather,224,last3,14,0.01,0.021404143422842026,0.9436141304347826,0.8064516129032258,0.3125,0.9782608695652174,0.6684491978609626
leather,224,last3,14,0.03,0.01982785016298294,0.9500679347826088,0.8064516129032258,0.34375,0.967391304347826,0.6797244941885493
leather,224,last3,14,0.05,0.019097482785582542,0.951086956521739,0.8306451612903226,0.4375,0.967391304347826,0.7329504666188082
leather,224,last3,14,0.1,0.017782684415578842,0.9527853260869565,0.8306451612903226,0.5,0.9456521739130435,0.7480406386066764
leather,224,last3,20,0.01,0.024378469213843346,0.9619565217391305,0.8467741935483871,0.5,0.967391304347826,0.7655021399422713
leather,224,last3,20,0.03,0.02126304619014263,0.9592391304347826,0.8145161290322581,0.34375,0.9782608695652174,0.6877941981390258
leather,224,last3,20,0.05,0.020326783880591393,0.9585597826086956,0.8306451612903226,0.40625,0.9782608695652174,0.7243569387107018
leather,224,last3,20,0.1,0.018523989245295525,0.9551630434782609,0.8306451612903226,0.40625,0.9782608695652174,0.7243569387107018
leather,384,last1,8,0.01,0.01306716725230217,0.9633152173913044,0.8387096774193549,0.46875,0.967391304347826,0.7494949494949494
leather,384,last1,8,0.03,0.011332618072628975,0.9633152173913044,0.8064516129032258,0.28125,0.9891304347826086,0.6560332871012483
leather,384,last1,8,0.05,0.00989420898258686,0.9653532608695652,0.782258064516129,0.15625,1.0,0.5711540924811067
leather,384,last1,8,0.1,0.008950425311923027,0.9636548913043478,0.7903225806451613,0.1875,1.0,0.5959899749373434
leather,384,last1,14,0.01,0.018961532041430473,0.9592391304347826,0.8225806451612904,0.40625,0.967391304347826,0.7158333333333333
leather,384,last1,14,0.03,0.015736445784568787,0.9612771739130435,0.8145161290322581,0.375,0.967391304347826,0.6981052185879115
leather,384,last1,14,0.05,0.014167499728500843,0.9626358695652175,0.8225806451612904,0.375,0.9782608695652174,0.7064141196728368
leather,384,last1,14,0.1,0.011656607501208782,0.954483695652174,0.7903225806451613,0.21875,0.9891304347826086,0.6125
leather,384,last1,20,0.01,0.024296201765537262,0.9677309782608695,0.9354838709677419,0.90625,0.9456521739130435,0.9174159174159174
leather,384,last1,20,0.03,0.017158282920718193,0.9690896739130436,0.8709677419354839,0.59375,0.967391304347826,0.8106147384497899
leather,384,last1,20,0.05,0.015077619813382626,0.9663722826086956,0.8629032258064516,0.5625,0.967391304347826,0.7960328979196903
leather,384,last1,20,0.1,0.012661298736929893,0.9605978260869565,0.8306451612903226,0.40625,0.9782608695652174,0.7243569387107018
leather,384,last2,8,0.01,0.022132650017738342,0.9375,0.7983870967741935,0.375,0.9456521739130435,0.6820838888319147
leather,384,last2,8,0.03,0.019960029050707817,0.9313858695652173,0.7661290322580645,0.1875,0.967391304347826,0.5762931542358902
leather,384,last2,8,0.05,0.017662428319454193,0.921875,0.7661290322580645,0.09375,1.0,0.5176391683433937
leather,384,last2,8,0.1,0.016009176149964333,0.9113451086956522,0.7580645161290323,0.0625,1.0,0.4887300714678395
leather,384,last2,14,0.01,0.03384184092283249,0.9347826086956522,0.8467741935483871,0.5625,0.9456521739130435,0.7780499293452661
leather,384,last2,14,0.03,0.028217239305377007,0.9296875,0.8145161290322581,0.375,0.967391304347826,0.6981052185879115
leather,384,last2,14,0.05,0.025657277554273605,0.921875,0.7903225806451613,0.25,0.9782608695652174,0.6273693943596856
leather,384,last2,14,0.1,0.022233588621020317,0.9099864130434783,0.7903225806451613,0.21875,0.9891304347826086,0.6125
leather,384,last2,20,0.01,0.03363309055566788,0.9402173913043478,0.8387096774193549,0.5,0.9565217391304348,0.7566718995290425
leather,384,last2,20,0.03,0.02758805640041828,0.9347826086956521,0.8064516129032258,0.3125,0.9782608695652174,0.6684491978609626
leather,384,last2,20,0.05,0.025275584310293198,0.9273097826086957,0.8064516129032258,0.3125,0.9782608695652174,0.6684491978609626
leather,384,last2,20,0.1,0.022274155169725418,0.912703804347826,0.7741935483870968,0.21875,0.967391304347826,0.598705501618123
leather,384,last3,8,0.01,0.022097058594226837,0.9303668478260869,0.8064516129032258,0.4375,0.9347826086956522,0.7080062794348508
leather,384,last3,8,0.03,0.020700907334685326,0.9157608695652174,0.7580645161290323,0.25,0.9347826086956522,0.5996556177356867
leather,384,last3,8,0.05,0.01878884620964527,0.8984375,0.7580645161290323,0.1875,0.9565217391304348,0.5700416088765603
leather,384,last3,8,0.1,0.016514165326952934,0.8923233695652174,0.7580645161290323,0.0625,1.0,0.4887300714678395
leather,384,last3,14,0.01,0.03407539054751396,0.9127038043478262,0.7983870967741935,0.4375,0.9239130434782609,0.7000483792936623
leather,384,last3,14,0.03,0.02882690541446209,0.9038722826086958,0.7983870967741935,0.34375,0.9565217391304348,0.6718534984651212
leather,384,last3,14,0.05,0.026192061603069305,0.897078804347826,0.782258064516129,0.28125,0.9565217391304348,0.6334975369458129
leather,384,last3,14,0.1,0.02255740761756897,0.8858695652173912,0.782258064516129,0.1875,0.9891304347826086,0.5892528524107472
leather,384,last3,20,0.01,0.03432782366871834,0.9205163043478259,0.7903225806451613,0.4375,0.9130434782608695,0.6922489499809088
leather,384,last3,20,0.03,0.02942490391433239,0.9089673913043478,0.7903225806451613,0.40625,0.9239130434782609,0.6836734693877551
leather,384,last3,20,0.05,0.02685769833624363,0.9025135869565218,0.7903225806451613,0.34375,0.9456521739130435,0.6641666666666667
leather,384,last3,20,0.1,0.0233092550188303,0.8909646739130435,0.7741935483870968,0.25,0.9565217391304348,0.6131907308377897
leather,512,last1,8,0.01,0.014898133464157581,0.9684103260869565,0.8629032258064516,0.5625,0.967391304347826,0.7960328979196903
leather,512,last1,8,0.03,0.013491340912878513,0.9592391304347826,0.8467741935483871,0.5,0.967391304347826,0.7655021399422713
leather,512,last1,8,0.05,0.010997738689184189,0.9449728260869565,0.7903225806451613,0.25,0.9782608695652174,0.6273693943596856
leather,512,last1,8,0.1,0.00968229304999113,0.9344429347826086,0.7661290322580645,0.15625,0.9782608695652174,0.5588271377745062
leather,512,last1,14,0.01,0.03393624722957611,0.9653532608695652,0.9274193548387096,0.90625,0.9347826086956522,0.9079739424424838
leather,512,last1,14,0.03,0.020700974389910698,0.9578804347826086,0.8709677419354839,0.625,0.9565217391304348,0.8154761904761905
leather,512,last1,14,0.05,0.01790687069296837,0.954483695652174,0.8548387096774194,0.5625,0.9565217391304348,0.7869415807560137
leather,512,last1,14,0.1,0.014819113537669182,0.9368206521739131,0.8306451612903226,0.4375,0.967391304347826,0.7329504666188082
leather,512,last1,20,0.01,0.030584657564759254,0.967391304347826,0.9274193548387096,0.90625,0.9347826086956522,0.9079739424424838
leather,512,last1,20,0.03,0.02036035619676113,0.9609375,0.8548387096774194,0.5625,0.9565217391304348,0.7869415807560137
leather,512,last1,20,0.05,0.017788367345929146,0.9548233695652173,0.8306451612903226,0.4375,0.967391304347826,0.7329504666188082
leather,512,last1,20,0.1,0.014887362718582153,0.9419157608695652,0.8387096774193549,0.4375,0.9782608695652174,0.7416666666666667
leather,512,last2,8,0.01,0.022584186866879463,0.9086277173913043,0.8145161290322581,0.5,0.9239130434782609,0.7313235986811116
leather,512,last2,8,0.03,0.020741647109389305,0.9021739130434784,0.7983870967741935,0.375,0.9456521739130435,0.6820838888319147
leather,512,last2,8,0.05,0.017324261367321014,0.8926630434782609,0.75,0.09375,0.9782608695652174,0.5076213654412707
leather,512,last2,8,0.1,0.015974966809153557,0.8814538043478262,0.7580645161290323,0.125,0.9782608695652174,0.5338345864661653
leather,512,last2,14,0.01,0.04397556185722351,0.9266304347826086,0.8629032258064516,0.8125,0.8804347826086957,0.8293255606833455
leather,512,last2,14,0.03,0.032376859337091446,0.9096467391304347,0.7903225806451613,0.375,0.9347826086956522,0.6743434343434344
leather,512,last2,14,0.05,0.0289217047393322,0.8947010869565217,0.7661290322580645,0.25,0.9456521739130435,0.6063492063492063
leather,512,last2,14,0.1,0.024567153304815292,0.8831521739130436,0.7580645161290323,0.15625,0.967391304347826,0.5528846153846154
leather,512,last2,20,0.01,0.04224113002419472,0.9364809782608696,0.8629032258064516,0.625,0.9456521739130435,0.806374575181409
leather,512,last2,20,0.03,0.03209983929991722,0.9188179347826088,0.7661290322580645,0.1875,0.967391304347826,0.5762931542358902
leather,512,last2,20,0.05,0.029332846403121948,0.9103260869565217,0.7580645161290323,0.125,0.9782608695652174,0.5338345864661653
leather,512,last2,20,0.1,0.02556651458144188,0.8851902173913043,0.7419354838709677,0.09375,0.967391304347826,0.5027568922305764
leather,512,last3,8,0.01,0.022068770602345467,0.888586956521739,0.8064516129032258,0.46875,0.9239130434782609,0.715922107674685
leather,512,last3,8,0.03,0.019251748919487,0.8879076086956521,0.782258064516129,0.21875,0.9782608695652174,0.6055143160127253
leather,512,last3,8,0.05,0.016910409554839134,0.8729619565217392,0.75,0.09375,0.9782608695652174,0.5076213654412707
leather,512,last3,8,0.1,0.015973743051290512,0.8529211956521738,0.7419354838709677,0.09375,0.967391304347826,0.5027568922305764
leather,512,last3,14,0.01,0.03930657356977463,0.9123641304347825,0.8387096774193549,0.625,0.9130434782608695,0.7801418439716312
leather,512,last3,14,0.03,0.030755991116166115,0.8984375,0.7741935483870968,0.21875,0.967391304347826,0.598705501618123
leather,512,last3,14,0.05,0.028279071673750877,0.8811141304347826,0.7741935483870968,0.1875,0.9782608695652174,0.5826923076923077
leather,512,last3,14,0.1,0.024300675839185715,0.8447690217391304,0.7419354838709677,0.09375,0.967391304347826,0.5027568922305764
leather,512,last3,20,0.01,0.04134485498070717,0.9239130434782609,0.8387096774193549,0.5625,0.9347826086956522,0.7693452380952381
leather,512,last3,20,0.03,0.0325460359454155,0.9008152173913042,0.7580645161290323,0.125,0.9782608695652174,0.5338345864661653
leather,512,last3,20,0.05,0.029262207448482513,0.8902853260869564,0.75,0.09375,0.9782608695652174,0.5076213654412707
leather,512,last3,20,0.1,0.025632234290242195,0.8610733695652174,0.75,0.09375,0.9782608695652174,0.5076213654412707
screw,224,last1,8,0.01,0.06182540953159332,0.80897724943636,0.5,0.9512195121951219,0.3445378151260504,0.4999218627910611
screw,224,last1,8,0.03,0.05742499232292175,0.8220946915351507,0.50625,0.975609756097561,0.3445378151260504,0.5062307121371928
screw,224,last1,8,0.05,0.05297994613647461,0.8309079729452756,0.475,0.975609756097561,0.3025210084033613,0.474671669793621
screw,224,last1,8,0.1,0.04897002503275871,0.8460750153720025,0.4,0.975609756097561,0.20168067226890757,0.3939393939393939
screw,224,last1,14,0.01,0.08173200488090515,0.8145111703217873,0.45,0.975609756097561,0.2689075630252101,0.44862155388471175
screw,224,last1,14,0.03,0.07368019223213196,0.8171756507481042,0.4,0.975609756097561,0.20168067226890757,0.3939393939393939
screw,224,last1,14,0.05,0.0660911425948143,0.8186103709776593,0.41875,0.975609756097561,0.226890756302521,0.414887342220125
screw,224,last1,14,0.1,0.055436450988054276,0.8192252510760403,0.4375,0.975609756097561,0.25210084033613445,0.43529411764705883
screw,224,last1,20,0.01,0.08335454761981964,0.7968846075015372,0.44375,0.926829268292683,0.2773109243697479,0.44320625610948194
screw,224,last1,20,0.03,0.06961808353662491,0.8186103709776593,0.525,0.926829268292683,0.3865546218487395,0.5238095238095238
screw,224,last1,20,0.05,0.06407729536294937,0.8241442918630867,0.5,0.926829268292683,0.35294117647058826,0.4996873045653534
screw,224,last1,20,0.1,0.05707487091422081,0.8270137323221971,0.45,0.9512195121951219,0.2773109243697479,0.44922547332185886
screw,224,last2,8,0.01,0.05726750195026398,0.833367493338799,0.425,0.975609756097561,0.23529411764705882,0.42174732872407295
screw,224,last2,8,0.03,0.051751840859651566,0.8409510145521623,0.4125,0.975609756097561,0.2184873949579832,0.4079672492520863
screw,224,last2,8,0.05,0.0451822504401207,0.8397212543554008,0.41875,0.975609756097561,0.226890756302521,0.414887342220125
screw,224,last2,8,0.1,0.04070179909467697,0.8454601352736216,0.4,0.975609756097561,0.20168067226890757,0.3939393939393939
screw,224,last2,14,0.01,0.0711948573589325,0.777823324451732,0.4,1.0,0.19327731092436976,0.3923089096376009
screw,224,last2,14,0.03,0.05690846964716911,0.8036482885837262,0.5,0.975609756097561,0.33613445378151263,0.5
screw,224,last2,14,0.05,0.052229657769203186,0.8038532486165199,0.5125,0.975609756097561,0.35294117647058826,0.5124238162212846
screw,224,last2,14,0.1,0.04761368781328201,0.7989342078294732,0.4625,0.975609756097561,0.2857142857142857,0.4617430762009075
screw,224,last2,20,0.01,0.07641682773828506,0.7735191637630663,0.39375,1.0,0.18487394957983194,0.3850786481239352
screw,224,last2,20,0.03,0.06383231282234192,0.7872514859602379,0.4375,0.975609756097561,0.25210084033613445,0.43529411764705883
screw,224,last2,20,0.05,0.05770936608314514,0.7880713260914123,0.45,0.975609756097561,0.2689075630252101,0.44862155388471175
screw,224,last2,20,0.1,0.05030398070812225,0.7837671654027465,0.49375,0.975609756097561,0.3277310924369748,0.4937302238368686
screw,224,last3,8,0.01,0.06064965948462486,0.8186103709776594,0.3375,0.975609756097561,0.11764705882352941,0.3195313753811587
screw,224,last3,8,0.03,0.04943639039993286,0.8284484525517525,0.3875,0.975609756097561,0.18487394957983194,0.37964867858838425
screw,224,last3,8,0.05,0.043315477669239044,0.8315228530436564,0.375,0.975609756097561,0.16806722689075632,0.36507936507936506
screw,224,last3,8,0.1,0.03906986862421036,0.8427956548473048,0.3375,0.975609756097561,0.11764705882352941,0.3195313753811587
screw,224,last3,14,0.01,0.06289903074502945,0.749743799959008,0.44375,1.0,0.25210084033613445,0.44110836375053963
screw,224,last3,14,0.03,0.057024240493774414,0.765320762451322,0.425,0.975609756097561,0.23529411764705882,0.42174732872407295
screw,224,last3,14,0.05,0.05250997841358185,0.7669604427136708,0.425,0.975609756097561,0.23529411764705882,0.42174732872407295
screw,224,last3,14,0.1,0.04624774307012558,0.7604017216642756,0.375,0.975609756097561,0.16806722689075632,0.36507936507936506
screw,224,last3,20,0.01,0.06825892627239227,0.762246361959418,0.475,1.0,0.29411764705882354,0.47426067907995617
screw,224,last3,20,0.03,0.059266913682222366,0.7583521213363396,0.49375,0.975609756097561,0.3277310924369748,0.4937302238368686
screw,224,last3,20,0.05,0.05504673346877098,0.7587620414019267,0.46875,0.975609756097561,0.29411764705882354,0.4682306940371457
screw,224,last3,20,0.1,0.049213480204343796,0.7599918015986884,0.4375,0.9512195121951219,0.2605042016806723,0.43609022556390975
screw,384,last1,8,0.01,0.13035030663013458,0.8300881328141012,0.3,1.0,0.058823529411764705,0.26689576174112256
screw,384,last1,8,0.03,0.09862540662288666,0.8329575732732117,0.31875,1.0,0.08403361344537816,0.29217906570883556
screw,384,last1,8,0.05,0.07054121047258377,0.8466898954703832,0.3375,1.0,0.1092436974789916,0.31656995486782724
screw,384,last1,8,0.1,0.05619310215115547,0.841155974584956,0.3625,1.0,0.14285714285714285,0.34782608695652173
screw,384,last1,14,0.01,0.14200294017791748,0.8784587005533921,0.3375,1.0,0.1092436974789916,0.31656995486782724
screw,384,last1,14,0.03,0.10363698750734329,0.8819430211108834,0.31875,1.0,0.08403361344537816,0.29217906570883556
screw,384,last1,14,0.05,0.08802323788404465,0.8807132609141217,0.31875,1.0,0.08403361344537816,0.29217906570883556
screw,384,last1,14,0.1,0.06815151870250702,0.8602172576347611,0.35,1.0,0.12605042016806722,0.3323704060343444
screw,384,last1,20,0.01,0.138327494263649,0.8882967821274852,0.35625,1.0,0.13445378151260504,0.34014014014014016
screw,384,last1,20,0.03,0.10783843696117401,0.885222381635581,0.33125,1.0,0.10084033613445378,0.3085342703663314
screw,384,last1,20,0.05,0.08902067691087723,0.8807132609141217,0.375,1.0,0.15966386554621848,0.36295588469501516
screw,384,last1,20,0.1,0.06819555163383484,0.8739495798319327,0.41875,1.0,0.2184873949579832,0.4135960591133005
screw,384,last2,8,0.01,0.10584772378206253,0.8415658946505431,0.33125,1.0,0.10084033613445378,0.3085342703663314
screw,384,last2,8,0.03,0.08248031139373779,0.8376716540274645,0.3375,1.0,0.1092436974789916,0.31656995486782724
screw,384,last2,8,0.05,0.061395663768053055,0.8384914941586391,0.3875,1.0,0.17647058823529413,0.37777777777777777
screw,384,last2,8,0.1,0.05374207720160484,0.8290633326501332,0.325,1.0,0.09243697478991597,0.3004048582995952
screw,384,last2,14,0.01,0.10958629101514816,0.8544783767165404,0.4,0.975609756097561,0.20168067226890757,0.3939393939393939
screw,384,last2,14,0.03,0.09162208437919617,0.8614470178315229,0.35,0.975609756097561,0.13445378151260504,0.3350383631713555
screw,384,last2,14,0.05,0.0808892473578453,0.8532486165197787,0.3125,1.0,0.07563025210084033,0.28385416666666663
screw,384,last2,14,0.1,0.06497359275817871,0.8290633326501333,0.30625,1.0,0.06722689075630252,0.2754273591448737
screw,384,last2,20,0.01,0.11437375843524933,0.893010862881738,0.4,1.0,0.19327731092436976,0.3923089096376009
screw,384,last2,20,0.03,0.09525420516729355,0.9018241442918631,0.35,1.0,0.12605042016806722,0.3323704060343444
screw,384,last2,20,0.05,0.08294104039669037,0.8989547038327527,0.3625,1.0,0.14285714285714285,0.34782608695652173
screw,384,last2,20,0.1,0.06601772457361221,0.8827628612420578,0.40625,1.0,0.20168067226890757,0.3994705859112639
screw,384,last3,8,0.01,0.08832261711359024,0.8637015781922525,0.33125,1.0,0.10084033613445378,0.3085342703663314
screw,384,last3,8,0.03,0.06487684696912766,0.8485345357655257,0.4,1.0,0.19327731092436976,0.3923089096376009
screw,384,last3,8,0.05,0.05614643171429634,0.8393113342898135,0.34375,1.0,0.11764705882352941,0.32451449479313255
screw,384,last3,8,0.1,0.049481190741062164,0.8231194916991188,0.30625,1.0,0.06722689075630252,0.2754273591448737
screw,384,last3,14,0.01,0.09581830352544785,0.8331625333060053,0.44375,0.975609756097561,0.2605042016806723,0.4419844037775775
screw,384,last3,14,0.03,0.07949554175138474,0.8421807747489239,0.39375,1.0,0.18487394957983194,0.3850786481239352
screw,384,last3,14,0.05,0.07244369387626648,0.8337774134043862,0.35,1.0,0.12605042016806722,0.3323704060343444
screw,384,last3,14,0.1,0.06124715507030487,0.8104119696659152,0.3125,1.0,0.07563025210084033,0.28385416666666663
screw,384,last3,20,0.01,0.10378662496805191,0.9012092641934822,0.425,1.0,0.226890756302521,0.420563690757361
screw,384,last3,20,0.03,0.08655266463756561,0.9020291043246568,0.4,1.0,0.19327731092436976,0.3923089096376009
screw,384,last3,20,0.05,0.07569830864667892,0.8891166222586596,0.4125,1.0,0.21008403361344538,0.4065656565656566
screw,384,last3,20,0.1,0.06533932685852051,0.8684156589465054,0.35625,1.0,0.13445378151260504,0.34014014014014016
screw,512,last1,8,0.01,0.09333563596010208,0.8698503791760607,0.4125,1.0,0.21008403361344538,0.4065656565656566
screw,512,last1,8,0.03,0.07568876445293427,0.8971100635376101,0.4375,1.0,0.24369747899159663,0.43431803896920174
screw,512,last1,8,0.05,0.061721108853816986,0.9118671858987498,0.40625,1.0,0.20168067226890757,0.3994705859112639
screw,512,last1,8,0.1,0.05021423473954201,0.903463824554212,0.40625,1.0,0.20168067226890757,0.3994705859112639
screw,512,last1,14,0.01,0.1409885436296463,0.8718999795039968,0.33125,1.0,0.10084033613445378,0.3085342703663314
screw,512,last1,14,0.03,0.1063905730843544,0.9018241442918631,0.30625,1.0,0.06722689075630252,0.2754273591448737
screw,512,last1,14,0.05,0.08738745748996735,0.9135068661610986,0.34375,1.0,0.11764705882352941,0.32451449479313255
screw,512,last1,14,0.1,0.06732723116874695,0.8995695839311334,0.36875,1.0,0.15126050420168066,0.3554305771608631
screw,512,last1,20,0.01,0.14469358325004578,0.884197581471613,0.31875,1.0,0.08403361344537816,0.29217906570883556
screw,512,last1,20,0.03,0.10308784246444702,0.9114572658331624,0.34375,1.0,0.11764705882352941,0.32451449479313255
screw,512,last1,20,0.05,0.08743732422590256,0.9167862266857963,0.3875,1.0,0.17647058823529413,0.37777777777777777
screw,512,last1,20,0.1,0.07006465643644333,0.9128919860627178,0.39375,1.0,0.18487394957983194,0.3850786481239352
screw,512,last2,8,0.01,0.09684158861637115,0.8958803033408484,0.325,1.0,0.09243697478991597,0.3004048582995952
screw,512,last2,8,0.03,0.08047395944595337,0.9036687845870055,0.29375,1.0,0.05042016806722689,0.2582564102564103
screw,512,last2,8,0.05,0.06252146512269974,0.8969051035048167,0.3125,1.0,0.07563025210084033,0.28385416666666663
screw,512,last2,8,0.1,0.051644135266542435,0.8809182209469154,0.3,1.0,0.058823529411764705,0.26689576174112256
screw,512,last2,14,0.01,0.15017768740653992,0.8690305390448863,0.275,1.0,0.025210084033613446,0.2316608710051333
screw,512,last2,14,0.03,0.109382763504982,0.8901414224226274,0.2875,1.0,0.04201680672268908,0.24950625411454905
screw,512,last2,14,0.05,0.08898740261793137,0.89198606271777,0.30625,1.0,0.06722689075630252,0.2754273591448737
screw,512,last2,14,0.1,0.06916230916976929,0.8669809387169503,0.31875,1.0,0.08403361344537816,0.29217906570883556
screw,512,last2,20,0.01,0.1309710144996643,0.897724943635991,0.3,1.0,0.058823529411764705,0.26689576174112256
screw,512,last2,20,0.03,0.10132055729627609,0.9217052674728429,0.3,1.0,0.058823529411764705,0.26689576174112256
screw,512,last2,20,0.05,0.08600521087646484,0.9266243082598894,0.34375,1.0,0.11764705882352941,0.32451449479313255
screw,512,last2,20,0.1,0.06945101171731949,0.9104324656691944,0.35625,1.0,0.13445378151260504,0.34014014014014016
screw,512,last3,8,0.01,0.06922973692417145,0.9149415863906538,0.375,1.0,0.15966386554621848,0.36295588469501516
screw,512,last3,8,0.03,0.06213618442416191,0.9063332650133225,0.33125,1.0,0.10084033613445378,0.3085342703663314
screw,512,last3,8,0.05,0.05230273678898811,0.8897315023570405,0.3,1.0,0.058823529411764705,0.26689576174112256
screw,512,last3,8,0.1,0.045049816370010376,0.8702602992416478,0.3,1.0,0.058823529411764705,0.26689576174112256
screw,512,last3,14,0.01,0.12685951590538025,0.8721049395367902,0.30625,1.0,0.06722689075630252,0.2754273591448737
screw,512,last3,14,0.03,0.09166046231985092,0.8772289403566305,0.3375,1.0,0.1092436974789916,0.31656995486782724
screw,512,last3,14,0.05,0.07916852086782455,0.8710801393728222,0.35625,1.0,0.13445378151260504,0.34014014014014016
